nose,509,779,1 (1).jpeg,1066,1600
eye-left,357,591,1 (1).jpeg,1066,1600
eye-right,645,602,1 (1).jpeg,1066,1600
nose,258,432,1 (1).jpg,500,750
eye-left,179,334,1 (1).jpg,500,750
eye-right,331,335,1 (1).jpg,500,750
nose,222,283,1 (1).png,429,527
eye-left,175,212,1 (1).png,429,527
eye-right,272,211,1 (1).png,429,527
nose,580,487,1 (10).jpg,1066,1332
eye-left,463,351,1 (10).jpg,1066,1332
eye-right,705,335,1 (10).jpg,1066,1332
nose,441,577,1 (10).png,1067,1600
eye-left,319,433,1 (10).png,1067,1600
eye-right,546,449,1 (10).png,1067,1600
nose,129,206,1 (100).jpg,236,354
eye-left,91,155,1 (100).jpg,236,354
eye-right,161,158,1 (100).jpg,236,354
eye-left,177,296,1 (103).jpg,500,750
eye-right,308,295,1 (103).jpg,500,750
nose,243,374,1 (103).jpg,500,750
eye-left,206,222,1 (15).png,537,700
eye-right,354,212,1 (15).png,537,700
nose,287,257,1 (15).png,537,700
eye-left,423,572,1 (2).jpeg,960,1280
eye-right,588,566,1 (2).jpeg,960,1280
nose,503,674,1 (2).jpeg,960,1280
eye-left,257,337,1 (2).jpg,736,981
eye-right,433,347,1 (2).jpg,736,981
nose,314,415,1 (2).jpg,736,981
eye-left,338,337,1 (2).png,736,981
eye-right,520,389,1 (2).png,736,981
nose,410,485,1 (2).png,736,981
eye-left,242,367,1 (20).jpeg,724,966
eye-right,430,362,1 (20).jpeg,724,966
nose,331,462,1 (20).jpeg,724,966
eye-left,293,380,1 (20).jpg,750,898
eye-right,505,361,1 (20).jpg,750,898
nose,401,498,1 (20).jpg,750,898
eye-left,88,326,1 (22).jpg,533,800
eye-right,234,322,1 (22).jpg,533,800
nose,119,448,1 (22).jpg,533,800
eye-left,1029,1914,1 (23).jpeg,3539,5309
eye-right,2225,1776,1 (23).jpeg,3539,5309
nose,1424,2797,1 (23).jpeg,3539,5309
eye-left,166,313,1 (23).jpg,540,807
eye-right,303,295,1 (23).jpg,540,807
nose,197,401,1 (23).jpg,540,807
eye-left,232,268,1 (24).jpeg,600,900
eye-right,369,310,1 (24).jpeg,600,900
nose,238,379,1 (24).jpeg,600,900
eye-left,240,478,1 (24).jpg,655,960
eye-right,450,529,1 (24).jpg,655,960
nose,322,626,1 (24).jpg,655,960
eye-left,1555,1229,1 (25).jpeg,3360,3360
eye-right,2009,1339,1 (25).jpeg,3360,3360
nose,1712,1561,1 (25).jpeg,3360,3360
eye-left,252,319,1 (25).jpg,683,1024
eye-right,413,312,1 (25).jpg,683,1024
nose,334,426,1 (25).jpg,683,1024
eye-left,1026,770,1 (26).jpeg,2930,1648
eye-right,1945,796,1 (26).jpeg,2930,1648
nose,1485,1385,1 (26).jpeg,2930,1648
eye-left,261,449,1 (26).jpg,640,960
eye-right,461,466,1 (26).jpg,640,960
nose,379,577,1 (26).jpg,640,960
eye-left,228,439,1 (26).png,640,1136
eye-right,406,439,1 (26).png,640,1136
nose,321,549,1 (26).png,640,1136
eye-left,163,365,1 (27).jpg,550,782
eye-right,373,367,1 (27).jpg,550,782
nose,254,508,1 (27).jpg,550,782
eye-left,151,191,1 (27).png,350,500
eye-right,246,215,1 (27).png,350,500
nose,196,247,1 (27).png,350,500
eye-left,326,382,1 (28).jpg,909,1069
eye-right,580,382,1 (28).jpg,909,1069
nose,452,513,1 (28).jpg,909,1069
eye-left,2304,1698,1 (29).jpeg,5760,5075
eye-right,3148,1715,1 (29).jpeg,5760,5075
nose,2682,2216,1 (29).jpeg,5760,5075
eye-left,280,405,1 (2939).jpg,683,1024
eye-right,499,403,1 (2939).jpg,683,1024
nose,419,520,1 (2939).jpg,683,1024
eye-left,2322,1357,1 (2940).jpg,5616,3744
eye-right,3280,1407,1 (2940).jpg,5616,3744
nose,2520,2060,1 (2940).jpg,5616,3744
eye-left,1028,1048,1 (2941).jpg,2400,3600
eye-right,1521,948,1 (2941).jpg,2400,3600
nose,1309,1285,1 (2941).jpg,2400,3600
eye-left,542,406,1 (2942).jpg,1200,859
eye-right,765,429,1 (2942).jpg,1200,859
nose,661,512,1 (2942).jpg,1200,859
eye-left,523,377,1 (2943).jpg,1280,720
eye-right,751,392,1 (2943).jpg,1280,720
nose,646,505,1 (2943).jpg,1280,720
eye-left,1817,923,1 (2944).jpg,4368,2912
eye-right,2684,896,1 (2944).jpg,4368,2912
nose,2065,1492,1 (2944).jpg,4368,2912
eye-left,1164,1807,1 (2945).jpg,3409,4362
eye-right,2313,1837,1 (2945).jpg,3409,4362
nose,1686,2525,1 (2945).jpg,3409,4362
eye-left,397,504,1 (2946).jpg,1000,1500
eye-right,610,507,1 (2946).jpg,1000,1500
nose,501,634,1 (2946).jpg,1000,1500
eye-left,143,268,1 (2947).jpg,736,959
eye-right,296,263,1 (2947).jpg,736,959
nose,166,361,1 (2947).jpg,736,959
eye-left,510,417,1 (2948).jpg,1600,1156
eye-right,896,454,1 (2948).jpg,1600,1156
nose,680,626,1 (2948).jpg,1600,1156
eye-left,305,285,1 (2949).jpg,800,1066
eye-right,532,283,1 (2949).jpg,800,1066
nose,412,408,1 (2949).jpg,800,1066
eye-left,207,256,1 (2950).jpg,650,761
eye-right,347,207,1 (2950).jpg,650,761
nose,312,306,1 (2950).jpg,650,761
eye-left,178,253,1 (2951).jpg,500,750
eye-right,270,244,1 (2951).jpg,500,750
nose,188,312,1 (2951).jpg,500,750
eye-left,248,452,1 (2952).jpg,736,969
eye-right,490,447,1 (2952).jpg,736,969
nose,354,618,1 (2952).jpg,736,969
eye-left,370,373,1 (2953).jpg,769,900
eye-right,557,407,1 (2953).jpg,769,900
nose,479,507,1 (2953).jpg,769,900
eye-left,300,344,1 (2954).jpg,750,1120
eye-right,397,347,1 (2954).jpg,750,1120
eye-right,333,412,1 (2954).jpg,750,1120
eye-left,158,194,1 (2955).jpg,467,700
eye-right,277,203,1 (2955).jpg,467,700
nose,181,277,1 (2955).jpg,467,700
eye-left,279,1497,1 (2956).jpg,1590,2823
eye-right,861,1106,1 (2956).jpg,1590,2823
nose,695,1889,1 (2956).jpg,1590,2823
eye-left,463,643,1 (2957).jpg,1200,1600
eye-right,826,649,1 (2957).jpg,1200,1600
nose,635,837,1 (2957).jpg,1200,1600
eye-left,568,669,1 (2958).jpg,1246,1920
eye-right,798,639,1 (2958).jpg,1246,1920
nose,691,765,1 (2958).jpg,1246,1920
eye-left,187,190,1 (2960).jpg,852,480
eye-right,320,179,1 (2960).jpg,852,480
nose,264,255,1 (2960).jpg,852,480
eye-left,144,154,1 (2962).jpg,554,830
eye-right,439,144,1 (2962).jpg,554,830
nose,289,308,1 (2962).jpg,554,830
eye-left,194,244,1 (2963).jpg,540,733
eye-right,334,227,1 (2963).jpg,540,733
nose,264,287,1 (2963).jpg,540,733
eye-left,283,334,1 (2964).jpg,736,948
eye-right,467,332,1 (2964).jpg,736,948
nose,372,440,1 (2964).jpg,736,948
eye-left,229,443,1 (2965).jpg,736,1103
eye-right,466,428,1 (2965).jpg,736,1103
nose,342,573,1 (2965).jpg,736,1103
eye-left,385,331,1 (2966).jpg,1142,1300
eye-right,583,304,1 (2966).jpg,1142,1300
nose,446,446,1 (2966).jpg,1142,1300
eye-left,2151,1405,1 (2967).jpg,5472,3648
eye-right,2843,1378,1 (2967).jpg,5472,3648
nose,2546,1855,1 (2967).jpg,5472,3648
eye-left,229,175,1 (2968).jpg,500,667
eye-right,325,199,1 (2968).jpg,500,667
nose,264,238,1 (2968).jpg,500,667
eye-left,261,450,1 (2969).jpg,736,1096
eye-right,430,418,1 (2969).jpg,736,1096
nose,329,541,1 (2969).jpg,736,1096
eye-left,211,226,1 (2970).jpg,500,634
eye-right,334,242,1 (2970).jpg,500,634
nose,274,282,1 (2970).jpg,500,634
nose,502,229,1 (2971).jpg,1300,1390
eye-right,784,202,1 (2971).jpg,1300,1390
nose,707,366,1 (2971).jpg,1300,1390
eye-left,94,187,1 (2972).jpg,596,900
eye-right,254,175,1 (2972).jpg,596,900
nose,168,275,1 (2972).jpg,596,900
eye-left,199,219,1 (2973).jpg,550,733
eye-right,287,213,1 (2973).jpg,550,733
